url,sku_id,价格,品牌,商品名,厂家,通用名,规格,批准文号,剂型
https://item.jd.com/4280834.html,4280834,48,爱全乐,爱全乐吸入用异丙托溴铵溶液,Laboratoire Unither,吸入用异丙托溴铵溶液,2ml：0.5mg*10支,H20150159,其他
https://item.jd.com/100009739929.html,1.0001E+11,71.9,达喜,达喜铝碳酸镁咀嚼片,拜耳医药保健有限公司委托拜耳医药保健有限公司启东分公司生产,铝碳酸镁咀嚼片,0.5g*30片/盒*2盒,国药准字H20013410,片剂
https://item.jd.com/3002842.html,3002842,28.8,百多邦,百多邦莫匹罗星软膏10g,中美天津史克制药有限公司,莫匹罗星软膏,2%*10g,国药准字H10930064,软膏剂
https://item.jd.com/100041734443.html,1.00042E+11,35.9,百多邦,百多邦莫匹罗星软膏,中美天津史克制药有限公司,莫匹罗星软膏,2%*15g,国药准字H10930064,软膏剂
https://item.jd.com/3014038.html,3014038,20.3,百多邦,百多邦5G,中美天津史克制药有限公司,莫匹罗星软膏,2%*5g,国药准字H10930064,软膏剂
https://item.jd.com/100018046442.html,1.00018E+11,175,舒利迭,舒利迭沙美特罗替卡松吸入粉雾剂,Glaxo Wellcome Production,沙美特罗替卡松吸入粉雾剂,50ug：250ug*60泡,H20150324,粉雾剂
https://item.jd.com/100009750313.html,1.0001E+11,178,万艾可,万艾可枸橼酸西地那非口崩片,Fareva Amboise,枸橼酸西地那非口崩片,50mg*4片,H20190071,片剂
https://item.jd.com/100019368126.html,1.00019E+11,108,阿拓莫兰,阿拓莫兰0.1g*60片,重庆药友制药有限责任公司,谷胱甘肽片,0.1g*60片,国药准字H20050667,片剂
https://item.jd.com/100023893771.html,1.00024E+11,87.5,扬子江,扬子江黄芪精,扬子江药业集团江苏龙凤堂中药有限公司,黄芪精,10ml*6支*5盒,国药准字Z32020370,合剂（含口服液）
https://item.jd.com/100023893195.html,1.00024E+11,175,扬子江,扬子江黄芪精,扬子江药业集团江苏龙凤堂中药有限公司,黄芪精,10ml*6支*10盒,国药准字Z32020370,合剂（含口服液）
https://item.jd.com/3717535.html,3717535,109,沃丽汀,沃丽汀沃丽汀 卵磷脂络合碘片 1.5mg*60片,第一药品产业株式会社盐滨工厂,卵磷脂络合碘片,1.5mg*60片,国药准字HJ20160151,片剂
https://item.jd.com/100026342749.html,1.00026E+11,57.5,瑞珠,瑞珠聚乙烯醇滴眼液,湖北远大天天明制药有限公司,聚乙烯醇滴眼液,（0.4ml：5.6mg）0.4ml*30支,国药准字H20064930,眼用制剂
https://item.jd.com/3819523.html,3819523,29.9,瑞珠,瑞珠聚乙烯醇滴眼液,湖北远大天天明制药有限公司,聚乙烯醇滴眼液,（0.4ml：5.6mg）0.4ml*15支,国药准字H20064930,眼用制剂
https://item.jd.com/100002494164.html,1.00002E+11,55.5,瑞珠,瑞珠瑞珠  聚乙烯醇滴眼液  0.8毫升*25支,湖北远大天天明制药有限公司,聚乙烯醇滴眼液,（0.8毫升：11.2mg）*0.8ml*25支,国药准字H20046681,眼用制剂
https://item.jd.com/100014487487.html,1.00014E+11,109.9,瑞珠,瑞珠聚乙烯醇滴眼液,湖北远大天天明制药有限公司,聚乙烯醇滴眼液,（0.8ml：11.2mg）0.8ml*25支*2盒,国药准字H20046681,眼用制剂
https://item.jd.com/5721845.html,5721845,37,美宝（MEBO）,美宝湿润烧伤膏,汕头市美宝制药有限公司,湿润烧伤膏,20g*1支,国药准字Z20000004,软膏剂
https://item.jd.com/4399625.html,4399625,55,爱若华,爱若华爱若华 来氟米特片 10mg*8片*2板,苏州长征-欣凯制药有限公司,来氟米特片,10mg*8片*2板,国药准字H20000550,片剂
https://item.jd.com/5112989.html,5112989,63,爱若华,爱若华来氟米特片,苏州长征-欣凯制药有限公司,来氟米特片,5mg*10片*3板,国药准字H20060034,片剂
https://item.jd.com/4524635.html,4524635,90.5,佰莫亭,佰莫亭甲磺酸溴隐亭片 2.5mg*30片/盒,Gedeon Richter Plc.,甲磺酸溴隐亭片,2.5mg*30片,国药准字HJ20160170,片剂
https://item.jd.com/100011335320.html,1.00011E+11,126,顺尔宁,顺尔宁孟鲁司特钠咀嚼片(顺尔宁),Organon Pharma (UK) Limited (United Kingdom)/分包装 杭州默沙东制药有限公司,孟鲁司特钠咀嚼片,4mg*30片,国药准字J20130053（H20181208）,片剂
https://item.jd.com/5801205.html,5801205,30,顺尔宁,顺尔宁孟鲁司特钠咀嚼片,Organon Pharma(UK) Limited/分包装杭州默沙东制药有限公司,孟鲁司特钠咀嚼片,5mg*5片,H20181210（国药准字J20130054）,片剂
https://item.jd.com/4523305.html,4523305,24.5,顺尔宁,顺尔宁孟鲁司特钠咀嚼片,Organon Pharma(UK) Limited(United Kingdom)/分包装厂：杭州默沙东制药有限公司(原：Merck sharp & Dohme Ltd.(U.K)/分包装厂：杭州默沙东制药有限公司),孟鲁司特钠咀嚼片,4mg*5片,H20181208（国药准字J20130053),片剂
https://item.jd.com/5327074.html,5327074,108,达力士,达力士卡泊三醇搽剂 30ml*1瓶/盒,LEO Pharma A/S丹麦利奥制药有限公司,卡泊三醇搽剂,0.005%（30ml：1.50mg）*30ml/瓶,国药准字HJ20150664,搽剂
https://item.jd.com/100037997618.html,1.00038E+11,286,太禾,太禾恩曲他滨替诺福韦片,安徽贝克生物制药有限公司,恩曲他滨替诺福韦片,30片/瓶*1瓶/盒,国药准字H20203539,片剂
https://item.jd.com/4559223.html,4559223,215,择思达,择思达盐酸托莫西汀胶囊,LILLY DEL CARIBE Inc，/包装厂LILLYS.A,盐酸托莫西汀胶囊,40mg*7粒,国药准字HJ20160119,胶囊剂
https://item.jd.com/5638282.html,5638282,99.5,众生（zongseng）,众生复方血栓通胶囊,广东众生药业股份有限公司,复方血栓通胶囊,0.5g*180粒,国药准字Z20030017,胶囊剂
https://item.jd.com/100015041940.html,1.00015E+11,40.9,众生（zongseng）,众生复方血栓通胶囊,广东众生药业股份有限公司,复方血栓通胶囊,0.5g*60粒,国药准字Z20030017,胶囊剂
https://item.jd.com/4306872.html,4306872,24,众生（zongseng）,众生0.5g*30粒,广东众生药业股份有限公司,复方血栓通胶囊,0.5g*30粒,国药准字Z20030017,胶囊剂
https://item.jd.com/100011430116.html,1.00011E+11,160,拜瑞妥,拜瑞妥利伐沙班片,Bayer AG/分包装拜耳医药保健有限公司,利伐沙班片,20mg*7片,国药准字J20180077（H20181086）,片剂
https://item.jd.com/4523285.html,4523285,543,意美,意美阿瑞匹坦胶囊,Alkermes Pharma Ireland Ltd.（Ireland）/分包装企业 杭州默沙东制药有限公司,阿瑞匹坦胶囊,(80mg*2粒+125mg*1粒)/盒,国药准字J20160005（H20150379）,胶囊剂
https://item.jd.com/5334798.html,5334798,119,捷诺达,捷诺达西格列汀二甲双胍片II 50mg/850mg*28片/盒,"Patheon Puerto Rico, Inc.（Manati）/分包装 杭州默沙东制药有限公司",西格列汀二甲双胍片（Ⅱ）,50mg/850mg*7片*4板,H20140775（国药准字J20171012）,片剂
https://item.jd.com/100020325714.html,1.0002E+11,684,捷诺达,捷诺达捷诺达28片*6盒,"Patheon Puerto Rico, Inc.（Manati）/分包装杭州默沙东制药有限公司",西格列汀二甲双胍片（Ⅱ）,50mg/850mg*7片*4板*6盒,H20140775（国药准字J20171012),片剂
https://item.jd.com/3736927.html,3736927,187,艾得辛,艾得辛艾拉莫德片/25mg*14片,海南先声药业有限公司,艾拉莫德片,25mg*14 片,国药准字H20110084,片剂
https://item.jd.com/4042438.html,4042438,30,纷乐,纷乐纷乐  硫酸羟氯喹片 0.1g*14,上海上药中西制药有限公司,硫酸羟氯喹片,0.1g*14片,国药准字H19990263,片剂
https://item.jd.com/2943744.html,2943744,19.9,999,999糠酸莫米松凝胶,华润三九(南昌)药业有限公司,糠酸莫米松凝胶,0.1% （10g）,国药准字H20080010,凝胶剂
https://item.jd.com/4523319.html,4523319,214,颇得斯安,颇得斯安美沙拉秦栓剂,Ferring International Center SA,美沙拉秦栓,1g*28枚,HJ20160582,栓剂
https://item.jd.com/100020530683.html,1.00021E+11,200,维派特,维派特拉考沙胺片,Aesica Pharmaceuticals GmbH/分包装优时比（珠海）制药有限公司,拉考沙胺片,100mg*14片,国药准字J20200003（H20180063）,片剂
https://item.jd.com/3470662.html,3470662,52.5,德巴金,德巴金德巴金 丙戊酸钠缓释片 500mg*30片,赛诺菲（杭州）制药有限公司,丙戊酸钠缓释片(I),0.5g*30片,国药准字H20010595,片剂
https://item.jd.com/100011115987.html,1.00011E+11,441,德巴金,德巴金德巴金 丙戊酸钠缓释片 500mg*30片,赛诺菲（杭州）制药有限公司,丙戊酸钠缓释片(I),0.5g*30片*9盒,国药准字H20010595,片剂
https://item.jd.com/100019709080.html,1.0002E+11,153,德巴金,德巴金德巴金 丙戊酸钠缓释片 500mg*30片,赛诺菲（杭州）制药有限公司,丙戊酸钠缓释片(I),0.5g*30片*3盒,国药准字H20010595,片剂
https://item.jd.com/100020606406.html,1.00021E+11,300,德巴金,德巴金德巴金 丙戊酸钠缓释片 500mg*30片,赛诺菲（杭州）制药有限公司,丙戊酸钠缓释片(I),0.5g*30片*6盒,国药准字H20010595,片剂
https://item.jd.com/2943782.html,2943782,459,曹清华,曹清华0.3g*18*12粒,西安阿房宫药业股份有限公司,薏辛除湿止痛胶囊,0.3克*18*12粒/板/盒,国药准字B20020225,胶囊剂
https://item.jd.com/100018531208.html,1.00019E+11,220,曹清华,曹清华薏辛除湿止痛胶囊,西安阿房宫药业股份有限公司,薏辛除湿止痛胶囊,0.3克* 8*12粒/板/盒,国药准字B20020225,胶囊剂
https://item.jd.com/6083781.html,6083781,500,再普乐,再普乐5mg*28片,"Lilly,S.A",奥氮平片,5mg*28片,H20160497,片剂
https://item.jd.com/100010571260.html,1.00011E+11,255,回乐,回乐复方鳖甲软肝片,内蒙古福瑞医疗科技股份有限公司,复方鳖甲软肝片,0.5*4片/板*21板/盒,国药准字Z19991011,片剂
https://item.jd.com/2799225.html,2799225,129,盘龙云海,盘龙云海70粒,云南盘龙云海药业有限公司,排毒养颜胶囊,0.4g*70粒,国药准字Z53020685,胶囊剂
https://item.jd.com/3710211.html,3710211,148.2,盘龙云海,盘龙云海90粒,云南盘龙云海药业有限公司,排毒养颜胶囊,0.4g*90粒,国药准字Z53020685,胶囊剂
https://item.jd.com/100002170723.html,1.00002E+11,99,盘龙云海,盘龙云海48粒,云南盘龙云海药业有限公司,排毒养颜胶囊,0.4g×48粒,国药准字Z53020685,胶囊剂
https://item.jd.com/100020909986.html,1.00021E+11,80,胡庆余堂,胡庆余堂胃复春胶囊,杭州胡庆余堂药业有限公司,胃复春胶囊,0.35g*60粒,国药准字Z20090697,胶囊剂
https://item.jd.com/100028541537.html,1.00029E+11,480,胡庆余堂,胡庆余堂0.35g*60粒,杭州胡庆余堂药业有限公司,胃复春胶囊,0.35g*60粒*6盒,国药准字Z20090697,胶囊剂
https://item.jd.com/100011021712.html,1.00011E+11,225,卫克泰,卫克泰吡伦帕奈片,"Eisai Co.,Ltd.(Kawashima Factory)/包装厂EisaiManufacturingLimited",吡仑帕奈片,4mg*28片,H20190054,片剂
https://item.jd.com/6373012.html,6373012,739,艾思瑞,艾思瑞0.1g*54s,北京康蒂尼药业股份有限公司,吡非尼酮胶囊,100mg*54粒,国药准字H20133376,胶囊剂
https://item.jd.com/100018280929.html,1.00018E+11,169,兴齐,兴齐环孢素滴眼液(Ⅱ）,沈阳兴齐眼药股份有限公司,环孢素滴眼液(Ⅱ）,0.4ml：0.2mg(0.05%)*0.4ml*5支*6板,国药准字H20203239,滴眼剂
https://item.jd.com/100019890183.html,1.0002E+11,507,兴齐,兴齐环孢素滴眼液(Ⅱ）,沈阳兴齐眼药股份有限公司,环孢素滴眼液(Ⅱ）,0.4ml：0.2mg(0.05%)*5支*6板*3盒,国药准字H20203239,滴眼剂
https://item.jd.com/4583449.html,4583449,460,苏麦卡,苏麦卡15mg*5片,浙江大冢制药有限公司,托伐普坦片,15mg*5片,国药准字H20110115,片剂
https://item.jd.com/4640876.html,4640876,261,莉芙敏,莉芙敏莉芙敏片 0.28g*30片,德国夏菩天然药物制药公司Schaper & Brümmer GmbH & Co. KG,莉芙敏片,0.28g*30片,Z20130001,片剂
https://item.jd.com/2943898.html,2943898,28,达克宁,达克宁15ml,山东京卫制药有限公司,盐酸特比萘芬喷雾剂,1%*15ml,国药准字H20113280,喷雾剂
https://item.jd.com/6000047.html,6000047,235,赛可平,赛可平吗替麦考酚酯分散片,杭州中美华东制药有限公司,吗替麦考酚酯分散片,0.25g*40片,国药准字H20052083,片剂
https://item.jd.com/4206274.html,4206274,66.5,德巴金,德巴金德巴金  丙戊酸钠口服溶液/12G：300ML,赛诺菲 (杭州)制药有限公司,丙戊酸钠口服溶液,300ml：12g* 300ml/瓶,国药准字H20041435,溶液剂
https://item.jd.com/100020704810.html,1.00021E+11,195,德巴金,德巴金德巴金 丙戊酸钠口服溶液/12G：300ML,赛诺菲 (杭州)制药有限公司,丙戊酸钠口服溶液,300ml：12g*300ml/瓶*3瓶,国药准字H20041435,其他
https://item.jd.com/100020704800.html,1.00021E+11,384,德巴金,德巴金德巴金 丙戊酸钠口服溶液/12G：300ML,赛诺菲 (杭州)制药有限公司,丙戊酸钠口服溶液,300ml：12g*300ml/瓶*6瓶,国药准字H20041435,溶液剂
https://item.jd.com/100008446739.html,1.00008E+11,81.8,扶娃,扶娃葡萄糖酸钙锌口服溶液,湖北午时药业股份有限公司,葡萄糖酸钙锌口服溶液,10ml*12支*4盒,国药准字H20059419,溶液剂
https://item.jd.com/100013676566.html,1.00014E+11,725,弗隆,弗隆来曲唑片,Novartis Pharma Stein AG，Switzerland,来曲唑片,2.5mg*30片,H20140149,片剂
https://item.jd.com/100019078421.html,1.00019E+11,384,森福罗,森福罗盐酸普拉克索片,Boehringer Ingelheim Pharma GmbH & Co.KG/分包装 上海勃林格殷格翰药业有限公司,盐酸普拉克索片,0.25mg*90片,H20140917、H20181121,片剂
https://item.jd.com/100013171852.html,1.00013E+11,179,科素亚,科素亚氯沙坦钾片,Merck Sharp &Dohme Limited,氯沙坦钾片,100mg*7片*4板,"国药准字J20180006（H20171081,H20171082）/国药准字HJ20171081,国药准字HJ20171082,国药准字HJ20171083",片剂
https://item.jd.com/100007187147.html,1.00007E+11,139,科素亚,科素亚氯沙坦钾片,Merck Sharp & Dohme Limited/分包装杭州默沙东制药有限公司,氯沙坦钾片,50mg*7片*4板,国药准字HJ20171245、HJ20171246（原国药准字J20180054（H20171245）,片剂
https://item.jd.com/100015142967.html,1.00015E+11,190,科素亚,科素亚氯沙坦钾片,Merck Sharp &Dohme Limited/分包装：杭州默沙东制药有限公司,氯沙坦钾片,50mg*7片*5盒,国药准字HJ20171245、HJ20171246（原国药准字J20180054（H20171245））,片剂
https://item.jd.com/5143513.html,5143513,52,科素亚,科素亚氯沙坦钾片,Merck Sharp &Dohme Limited(U.K.)/Merck Sharp &Dohme Limited/分包装：杭州默沙东制药有限公司,氯沙坦钾片,100mg*7片,"国药准字HJ20171081（国药准字HJ20171082 ，国药准字HJ20171083）（原国药准字J20180006(H20171081,H20171082)）",片剂
https://item.jd.com/4647745.html,4647745,42,科素亚,科素亚氯沙坦钾片,Merck Sharp& Dohme Limited/分包装 杭州默沙东制药有限公司,氯沙坦钾片,50mg*7片,国药准字J20180054（H20171245）,片剂
https://item.jd.com/5720523.html,5720523,545,颇得斯安,颇得斯安美沙拉秦缓释片,Ferring?International?Center?S.A.,美沙拉秦缓释片,500mg*100片,H20181183,片剂
https://item.jd.com/4675099.html,4675099,251,法乐通,法乐通枸橼酸托瑞米芬片,Orion Corporation/包装厂：Orion Cororation,枸橼酸托瑞米芬片,60mg*30片,H20130705,片剂
https://item.jd.com/3752695.html,3752695,225,珂丹,珂丹珂丹 恩他卡朋片/ 0.2g *30片,"Orion Corporation,Finland",恩他卡朋片,0.2g *30片,H20160680,片剂
https://item.jd.com/5494164.html,5494164,179,信谊,信谊甲氨蝶呤片,上海上药信谊药厂有限公司,甲氨蝶呤片,2.5mg*100片,国药准字H31020644,片剂
https://item.jd.com/100022910792.html,1.00023E+11,21,丽芙,丽芙阿达帕林凝胶,武汉诺安药业有限公司,阿达帕林凝胶,0.1%（30g：30mg）*16g,国药准字H20173406,凝胶剂
https://item.jd.com/100012912255.html,1.00013E+11,39.5,丽芙,丽芙阿达帕林凝胶,武汉诺安药业有限公司,阿达帕林凝胶,0.1%（30g：30mg）*16g*2盒,国药准字H20173406,凝胶剂
https://item.jd.com/100039565814.html,1.0004E+11,40.5,丽芙,丽芙阿达帕林凝胶,江苏福邦药业有限公司,阿达帕林凝胶,0.1% （30g：30mg）35g,国药准字H20113373,凝胶剂
https://item.jd.com/8025077.html,8025077,69,双海,双海双海 扶正化瘀胶囊 0.5g*60粒,上海黄海制药有限责任公司,扶正化瘀胶囊,0.5g*60粒,国药准字Z20020074,胶囊剂
https://item.jd.com/100013881807.html,1.00014E+11,93,康忻,康忻富马酸比索洛尔片,默克制药（江苏）有限公司,富马酸比索洛尔片,5mg*30片,国药准字H20205006,片剂
https://item.jd.com/3708254.html,3708254,27.99,康忻,康忻富马酸比索洛尔片 5mg*10片,默克制药（江苏）有限公司,富马酸比索洛尔片,5mg*10片,国药准字H20205006,片剂
https://item.jd.com/4690542.html,4690542,205,开浦兰,开浦兰左乙拉西坦口服溶液,NextPharma SAS/分包装优时比（珠海）制药有限公司,左乙拉西坦口服溶液,10%*150ml,国药准字HJ20160152,口服液剂
https://item.jd.com/100011111775.html,1.00011E+11,615,开浦兰,开浦兰左乙拉西坦口服溶液,NextPharma SAS/分包装优时比（珠海）制药有限公司,左乙拉西坦口服溶液,10%（150ml*15g）*150ml 3盒装,国药准字HJ20160152,溶液剂
https://item.jd.com/100015119961.html,1.00015E+11,266,顺尔宁,顺尔宁孟鲁司特钠片,Organon Pharma (UK) Limited/分包装厂：杭州默沙东制药有限公司,孟鲁司特钠片,10mg*30片*2盒,国药准字J20130047（H20181187）,片剂
https://item.jd.com/3792055.html,3792055,32,顺尔宁,顺尔宁孟鲁司特钠片,Organon Pharma(UK)Limited/分包装厂：杭州默沙东制药有限公司（原Merck sharp & Dohme Ltd.(U.K)/分包装厂：杭州默沙东制药有限公司）,孟鲁司特钠片,10mg*5片,H20181187（国药准字J20130047）,片剂
https://item.jd.com/100011335346.html,1.00011E+11,154,顺尔宁,顺尔宁孟鲁司特钠片,Organon Pharma (UK) Limited/分包装厂：杭州默沙东制药有限公司,孟鲁司特钠片,10mg*30片,H20181187（国药准字J20130047）,片剂
https://item.jd.com/100007144731.html,1.00007E+11,185,非比麸,非比麸小麦纤维素颗粒,Recipharm Hoganas AB,小麦纤维素颗粒,3.5g*20包,H20170267,其他
https://item.jd.com/100014926299.html,1.00015E+11,360,非比麸,非比麸小麦纤维素颗粒,Recipharm Hoganas AB,小麦纤维素颗粒,3.5g*20包*2盒,H20170267,其他
https://item.jd.com/100003206232.html,1.00003E+11,205,安立泽,安立泽沙格列汀片,AstraZeneca Pharmaceuticals LP/分包装阿斯利康制药有限公司,沙格列汀片,5mg*30片,国药准字HJ20160089，国药准字HJ20160090,片剂
https://item.jd.com/5638018.html,5638018,159,赛美尔,赛美尔卡泊三醇倍他米松凝胶,LEO Laboratories Ltd爱尔兰利奥制药有限公司,卡泊三醇倍他米松凝胶,15g,H20150372,其他
https://item.jd.com/100029560988.html,1.0003E+11,172,司立平,司立平佐米曲普坦鼻喷雾剂,山东京卫制药有限公司,佐米曲普坦鼻喷雾剂,2.5mg*10喷,国药准字H20130103,喷雾剂
https://item.jd.com/100011046281.html,1.00011E+11,398,司立平,司立平佐米曲普坦鼻喷雾剂,山东京卫制药有限公司,佐米曲普坦鼻喷雾剂,30喷,国药准字H20130103,其他
https://item.jd.com/4587754.html,4587754,125,信必可都保,信必可都保布地奈德福莫特罗吸入粉雾剂(I),AstraZeneca AB,布地奈德福莫特罗吸入粉雾剂（I）,80μg/4.5μg/吸*60吸,H20140459,粉雾剂
https://item.jd.com/100006912639.html,1.00007E+11,228,全再乐,全再乐氟替美维吸入粉雾剂,Glaxo Operations UK Ltd(trading as Glaxo Wellcome Operations),氟替美维吸入粉雾剂,30吸,H20190055,粉雾剂
https://item.jd.com/5137982.html,5137982,50.99,可多华,可多华甲磺酸多沙唑嗪缓释片,Pfizer Pharmaceuticals LLC/分包装企业辉瑞制药有限公司,甲磺酸多沙唑嗪缓释片,4mg*10片/盒,"H20170174,H20170175(国药准字J20140130）",片剂
https://item.jd.com/100027565868.html,1.00028E+11,405,济民可信,济民可信金水宝胶囊,江西金水宝制药有限公司,金水宝胶囊,0.33g*9粒*12板*5盒,国药准字Z10890003,胶囊剂
https://item.jd.com/100010815449.html,1.00011E+11,398,济民可信,济民可信金水宝胶囊,江西金水宝制药有限公司,金水宝胶囊,0.33g*9粒*10板*6盒,国药准字Z10890003,胶囊剂
https://item.jd.com/100014802913.html,1.00015E+11,25,济民可信,济民可信金水宝胶囊,江西金水宝制药有限公司,金水宝胶囊,0.33g*9粒*4板,国药准字Z10890003,胶囊剂
https://item.jd.com/100027613538.html,1.00028E+11,186,济民可信,济民可信金水宝胶囊,江西金水宝制药有限公司,金水宝胶囊,0.33g*9粒*12板*3盒,国药准字Z10890003,胶囊剂
https://item.jd.com/5716693.html,5716693,230,依木兰,依木兰硫唑嘌呤片,ExcellaGmbH＆Co.KG.,硫唑嘌呤片,50mg*100片,国药准字HJ20170288,片剂
https://item.jd.com/4237770.html,4237770,90,安理申,安理申盐酸多奈哌齐片/5MG*7’S,卫材(中国)药业有限公司,盐酸多奈哌齐片,5mg* 7片,国药准字H20050978,片剂
https://item.jd.com/100006163433.html,1.00006E+11,298,999,999养胃舒颗粒,合肥华润神鹿药业有限公司,养胃舒颗粒,5g*56袋,国药准字Z34020289,颗粒剂
https://item.jd.com/2943428.html,2943428,15.5,999,999三九胃泰颗粒,华润三九医药股份有限公司/华润三九医药股份有限公司委托惠州市九惠制药股份有限公司,三九胃泰颗粒,20g*6袋,国药准字Z44020705,颗粒剂
https://item.jd.com/2943370.html,2943370,24.9,达克宁,达克宁酮康唑乳膏,西安杨森制药有限公司,酮康唑乳膏,10g：0.2g 15g1/支,国药准字H20043171,乳膏剂
https://item.jd.com/100054240403.html,1.00054E+11,76,达克宁,达克宁酮康唑乳膏,西安杨森制药有限公司,酮康唑乳膏,10g：0.2g.15克/盒*3盒,国药准字H20043171,乳膏剂
https://item.jd.com/100021316636.html,1.00021E+11,43.8,达克宁,达克宁酮康唑乳膏,西安杨森制药有限公司,酮康唑乳膏,10g：0.2g 20g/支,国药准字H20043171,乳膏剂
https://item.jd.com/4886370.html,4886370,38,达喜,达喜铝碳酸镁咀嚼片,拜耳医药保健有限公司委托拜耳医药保健有限公司启东分公司生产,铝碳酸镁咀嚼片,0.5克*30片,国药准字H20013410,片剂
https://item.jd.com/6210248.html,6210248,880,特威凯,特威凯50mg（以多替拉韦计）,Glaxo Operations UK Ltd (trading as Glaxo Wellcome Operations) / 包装厂：Glaxo Wellcome S.A.,多替拉韦钠片,50mg*30片,国药准字HJ20150683,片剂
https://item.jd.com/3172849.html,3172849,478,广誉远,广誉远  龟龄集  0.3g*30粒,山西广誉远国药有限公司,龟龄集,0.3g*30粒,国药准字Z14020687,胶囊剂
https://item.jd.com/100021762468.html,1.00022E+11,336,广誉远,广誉远龟龄集,山西广誉远国药有限公司,龟龄集,0.3g*24粒/盒,国药准字Z14020687,胶囊剂
https://item.jd.com/100017364671.html,1.00017E+11,12800,广誉远,广誉远龟龄集,山西广誉远国药有限公司,龟龄集,0.3g*60粒*2瓶,国药准字Z14020687,胶囊剂
https://item.jd.com/100031189710.html,1.00031E+11,17999,广誉远,广誉远龟龄集,山西广誉远国药有限公司,龟龄集,0.3g*60粒*3瓶,国药准字Z14020687,胶囊剂
https://item.jd.com/100032499938.html,1.00032E+11,89,21金维他,21金维他维生素D滴剂,华夏国药(菏泽)制药有限公司,维生素D滴剂,400iu*12粒*4板,国药准字H20193298,滴剂
https://item.jd.com/100032524284.html,1.00033E+11,25,21金维他,21金维他维生素D滴剂,华夏国药(菏泽)制药有限公司,维生素D滴剂,400iu*10粒*2板,国药准字H20193298,滴剂
https://item.jd.com/100010752768.html,1.00011E+11,32.8,美林,美林20ml,上海强生制药有限公司,布洛芬混悬滴剂,15ml：0.6g 20ml/瓶,国药准字H19991012,其他
https://item.jd.com/4094591.html,4094591,20.5,散利痛,散利痛复方对乙酰氨基酚片（Ⅱ）,拜耳医药保健有限公司委托山东新华制药股份有限公司生产,复方对乙酰氨基酚片（Ⅱ）,20片,国药准字H20056948,片剂
https://item.jd.com/100002844743.html,1.00003E+11,52,葵花,葵花护肝片,黑龙江葵花药业股份有限公司,护肝片,0.35g*200片,国药准字Z20003336,片剂
https://item.jd.com/3028988.html,3028988,28,痤康王,痤康王40ml,滇虹药业集团股份有限公司,克林霉素甲硝唑搽剂,40ml,国药准字H53021776,搽剂
https://item.jd.com/2943852.html,2943852,322,汇仁,汇仁0.7g*126片,江西汇仁药业股份有限公司,肾宝片,0.7g*126片,国药准字Z20080627,片剂
https://item.jd.com/100023027510.html,1.00023E+11,889,汇仁,汇仁肾宝片,江西汇仁药业股份有限公司,肾宝片,0.7g*126片*3瓶,国药准字Z20080627,片剂
https://item.jd.com/100039123346.html,1.00039E+11,178,汇仁,汇仁肾宝片,江西汇仁药业股份有限公司,肾宝片,0.7g*63片/瓶/盒,国药准字Z20080627,片剂
https://item.jd.com/100013270477.html,1.00013E+11,198,汇仁,汇仁肾宝片,江西汇仁药业股份有限公司,肾宝片,0.7g*72片,国药准字Z20080627,片剂
https://item.jd.com/100033034007.html,1.00033E+11,150,源安堂,源安堂银胡感冒散,广西源安堂药业有限公司,银胡感冒散,2.2g*2袋/盒*3盒,国药准字Z20026714,散剂
https://item.jd.com/100037253158.html,1.00037E+11,50,源安堂,源安堂银胡感冒散,广西源安堂药业有限公司,银胡感冒散,2.2g*2袋/盒,国药准字Z20026714,散剂
https://item.jd.com/7142191.html,7142191,735,塔克司,塔克司塔克司 他克莫司滴眼液 Senju 0.1%(5ml:5mg),"Senju Pharmaceutical Co.,Ltd.",他克莫司滴眼液,0.1%（5ml：5mg）,H20181199,滴眼剂
https://item.jd.com/2943416.html,2943416,35.5,碧凯,碧凯1.74g*8粒,海南碧凯药业有限公司,保妇康栓,1.74克*8粒,国药准字Z46020058,栓剂
https://item.jd.com/5417037.html,5417037,55,碧凯,碧凯14粒,海南碧凯药业有限公司,保妇康栓,1.74克*14粒,国药准字Z46020058,栓剂
https://item.jd.com/100027732114.html,1.00028E+11,159,碧凯,碧凯[3盒装]保妇康栓,海南碧凯药业有限公司,保妇康栓,1.74g*14粒*3盒,国药准字Z46020058,栓剂
https://item.jd.com/100020086134.html,1.0002E+11,31,素可立,素可立硫糖铝混悬凝胶,昆明积大制药股份有限公司,硫糖铝混悬凝胶,5ml：1g*18袋,国药准字H20080322,其他
https://item.jd.com/7915393.html,7915393,26.8,素可立,素可立硫糖铝混悬凝胶,昆明积大制药股份有限公司,硫糖铝混悬凝胶,5ml：1g*12袋,国药准字H20080322,其他
https://item.jd.com/100033792622.html,1.00034E+11,59.9,宁泌泰（NINGMITAI）,宁泌泰宁泌泰胶囊,贵阳新天药业股份有限公司,宁泌泰胶囊,0.38g*72粒,国药准字Z20025442,胶囊剂
https://item.jd.com/100035364786.html,1.00035E+11,33,希刻劳,希刻劳头孢克洛缓释片(II),苏州西克罗制药有限公司,头孢克洛缓释片(II),0.375g*4片,国药准字H20020571,片剂
https://item.jd.com/4219430.html,4219430,39.5,瑞婷,瑞婷瑞婷 阿那曲唑片 1mg*14s,重庆华邦制药有限公司,阿那曲唑片,1mg*14片/盒,国药准字H20020194,片剂
